Date,FutureDate,Symbol,Future_Price,TestError(MAPE),Benchmark_Last_Price(MAPE),TestCorrelation
2016-06-03,2016-06-10,GAS,65.6441354301,0.00305691855139,0.00266122991078,-0.32532807704
2016-06-03,2016-06-10,TE,27.347574516,0.00323593658144,0.00105547863878,0.117047350064
2016-06-03,2016-06-10,ARG,143.168947711,0.0042935776925,0.000873682333709,-0.0922283797167
2016-06-03,2016-06-10,JNJ,115.153937476,0.00706564329686,0.007722581573,0.149680769619
2016-06-03,2016-06-10,HON,114.40448909,0.00811693690206,0.00883419964331,-0.453891743492
2016-06-03,2016-06-10,SNDK,75.778339798,0.00869179942564,0.00530930487606,-0.0309893693756
2016-06-03,2016-06-10,COL,87.3160762506,0.00960203392784,0.0103556728347,0.107177944966
2016-06-03,2016-06-10,DHR,97.127726586,0.00996480579784,0.00875118189871,0.520339196136
2016-06-03,2016-06-10,XOM,85.8444424918,0.0101607732531,0.00893242525008,0.589838262319
2016-06-03,2016-06-10,SYK,112.9892223,0.0106745943947,0.0131241309102,0.201691242766
2016-06-03,2016-06-10,MA,95.6365723088,0.0108072400781,0.00940026516514,0.172714513895
2016-06-03,2016-06-10,HD,131.556085285,0.0108089006343,0.0130380209069,0.188378578396
2016-06-03,2016-06-10,GD,138.935338974,0.0112483762659,0.013253366485,0.200892703856
2016-06-03,2016-06-10,GWW,225.255812051,0.0113352866457,0.01583103496,0.323320485618
2016-06-03,2016-06-10,TXT,39.076997722,0.0113856184906,0.0136559376364,0.139254919665
2016-06-03,2016-06-10,T,39.4810946099,0.0113955777024,0.0119246297259,-0.297765210041
2016-06-03,2016-06-10,ITW,107.060046563,0.0122275662462,0.0130742603711,0.0434106029898
2016-06-03,2016-06-10,TMK,60.3501163902,0.012413358388,0.013382306089,0.874991702866
2016-06-03,2016-06-10,OMC,83.0185120844,0.01290855008,0.0091510035531,0.580203924028
2016-06-03,2016-06-10,AZO,760.694272871,0.0130997979019,0.0131579906705,0.137784116952
2016-06-03,2016-06-10,EXC,34.7328129128,0.0131217100944,0.0139608643622,0.21778025054
2016-06-03,2016-06-10,PX,108.837487746,0.0132657261535,0.0167490852962,0.7965235207
2016-06-03,2016-06-10,CPGX,25.1793170059,0.013357350854,0.00238077876717,-0.183251130833
2016-06-03,2016-06-10,WLTW,127.005671733,0.0136004084611,0.0147914821519,0.491734172609
2016-06-03,2016-06-10,SJM,130.855476942,0.0138303765131,0.0183901183552,-0.211781364771
2016-06-03,2016-06-10,SNA,156.726257377,0.0139744445909,0.0133640756614,0.0302033534768
2016-06-03,2016-06-10,FRT,155.199232194,0.014096479834,0.01832109872,-0.0124706783367
