Date,Return Date,Symbol,Return,Test Error (RMSE)
2016-06-03,2016-06-10,GAS,-0.00411910626879,0.00651320146695
2016-06-03,2016-06-10,TE,-0.0119786672265,0.00901350809361
2016-06-03,2016-06-10,ARG,-0.00652103619893,0.0100795459182
2016-06-03,2016-06-10,JNJ,-0.00372651896431,0.0138476103126
2016-06-03,2016-06-10,AZO,-0.000163643914546,0.0141025355042
2016-06-03,2016-06-10,OMC,0.012401645766,0.0149125439421
2016-06-03,2016-06-10,PGR,-0.00293520379315,0.0150799167822
2016-06-03,2016-06-10,SNDK,-0.0119862030662,0.0155363628896
2016-06-03,2016-06-10,T,0.0117773450787,0.0155951065392
2016-06-03,2016-06-10,SJM,-0.00539637285434,0.0156754597179
2016-06-03,2016-06-10,WLTW,-0.0117363079735,0.0157285576849
2016-06-03,2016-06-10,K,-0.00100182357325,0.0166470336527
2016-06-03,2016-06-10,NLSN,-0.00656063425027,0.0167768857412
2016-06-03,2016-06-10,MA,-0.00422250439406,0.016865205735
2016-06-03,2016-06-10,GE,0.00385693293882,0.0170220784995
2016-06-03,2016-06-10,HD,-0.00378091871887,0.0171950052066
2016-06-03,2016-06-10,ADP,-0.00610560462557,0.0172015491759
2016-06-03,2016-06-10,FRT,-0.00179112062951,0.0172123573697
2016-06-03,2016-06-10,PG,-0.00548886817391,0.0174537539643
2016-06-03,2016-06-10,GD,-0.00781552672124,0.0175345934306
2016-06-03,2016-06-10,CVC,-0.012776012204,0.0177388232646
2016-06-03,2016-06-10,DVA,-0.00843204342653,0.017964639233
2016-06-03,2016-06-10,VRSN,0.00494507422557,0.0181144527069
2016-06-03,2016-06-10,TJX,-0.00842903155981,0.0181846448528
2016-06-03,2016-06-10,ORLY,0.00254866093334,0.0182401806249
2016-06-03,2016-06-10,UPS,-0.00145279447967,0.0182722876046
2016-06-03,2016-06-10,HSIC,-0.00768528196382,0.0184820626809
2016-06-03,2016-06-10,RTN,-0.000257207260944,0.0186118812841
2016-06-03,2016-06-10,DHR,-0.0185809177364,0.0186528014379
2016-06-03,2016-06-10,NEE,-0.00092300289272,0.0186813001622
2016-06-03,2016-06-10,XRAY,-0.0206902932555,0.0186971850561
2016-06-03,2016-06-10,SNA,-0.0192328899555,0.0189105923334
2016-06-03,2016-06-10,KO,0.000285082982922,0.0191191362838
2016-06-03,2016-06-10,ROP,0.00808679800009,0.0192497889936
2016-06-03,2016-06-10,CINF,-0.00806162185522,0.0193113849686
2016-06-03,2016-06-10,AIG,0.00207076047834,0.0195153630554
2016-06-03,2016-06-10,MHK,-0.00540054736697,0.0197614466979
2016-06-03,2016-06-10,HON,-0.0190069591967,0.0200206503749
2016-06-03,2016-06-10,RSG,-0.00240901262258,0.0200963733159
2016-06-03,2016-06-10,SO,0.00488100350979,0.0201039682811
2016-06-03,2016-06-10,AWK,-0.0040738845335,0.020194617624
2016-06-03,2016-06-10,CLX,-0.00452945382184,0.0203138865554
2016-06-03,2016-06-10,MO,-0.0126968481966,0.0204162138484
2016-06-03,2016-06-10,PAYX,-0.00428506445446,0.0205188428772
2016-06-03,2016-06-10,PCG,-0.00715824033959,0.0205409671539
2016-06-03,2016-06-10,HCA,-0.0043547372455,0.0207930567732
2016-06-03,2016-06-10,INTC,0.00493455839616,0.0209633552893
2016-06-03,2016-06-10,HIG,0.00732891701694,0.020993758898
2016-06-03,2016-06-10,RAI,-0.00471783592777,0.0211194305916
2016-06-03,2016-06-10,TEL,0.00552537463874,0.021322369496
2016-06-03,2016-06-10,VNO,-0.00766317406826,0.0213228423231
2016-06-03,2016-06-10,NDAQ,0.00264580642353,0.0216999944581
2016-06-03,2016-06-10,FDX,-0.00152991780544,0.0217014416662
2016-06-03,2016-06-10,AVY,-0.00796730573609,0.0217214927383
2016-06-03,2016-06-10,CTAS,-0.0189330092341,0.0217311366614
2016-06-03,2016-06-10,PPL,-0.0128889173592,0.0217920430487
2016-06-03,2016-06-10,COL,-0.0066964073665,0.0218619898772
2016-06-03,2016-06-10,PEP,-0.00854045395945,0.0219052935749
2016-06-03,2016-06-10,PM,-0.00402755974371,0.021928850286
2016-06-03,2016-06-10,TRV,-0.0068109945617,0.0219810325247
2016-06-03,2016-06-10,TSS,-0.0223720170164,0.0219964305817
2016-06-03,2016-06-10,DRI,-0.0016389294633,0.0220120766791
2016-06-03,2016-06-10,KR,0.02389261013,0.0221038248038
2016-06-03,2016-06-10,ECL,-0.0208928979382,0.022191434879
2016-06-03,2016-06-10,MCD,0.0122207937268,0.0222308248186
2016-06-03,2016-06-10,ORCL,-0.0134430111921,0.0222636310551
2016-06-03,2016-06-10,EIX,0.00637018764387,0.0223220597226
2016-06-03,2016-06-10,LLY,-0.00431037927253,0.022334208953
2016-06-03,2016-06-10,TMK,-0.000719157120792,0.0223549078296
2016-06-03,2016-06-10,ES,0.00726479730902,0.0226469098915
2016-06-03,2016-06-10,KLAC,0.00134759876668,0.0227773464129
2016-06-03,2016-06-10,AEP,0.00432171832045,0.0228327820482
2016-06-03,2016-06-10,PX,-0.00921321612791,0.0228979190178
2016-06-03,2016-06-10,MDLZ,-0.0155077322492,0.022901640285
2016-06-03,2016-06-10,PNW,-0.000972888256392,0.0229350165779
2016-06-03,2016-06-10,PEG,-0.0142553029931,0.02303065856
2016-06-03,2016-06-10,EXC,-0.00879672927247,0.0230453823072
2016-06-03,2016-06-10,ALL,-0.0128263280207,0.023116306028
2016-06-03,2016-06-10,ETR,0.00300089055486,0.0232492673406
2016-06-03,2016-06-10,DTE,-0.00914638353953,0.0232950937662
2016-06-03,2016-06-10,CCI,-0.0179523877005,0.0233075864623
2016-06-03,2016-06-10,ADI,-0.00153951984286,0.0239510578022
2016-06-03,2016-06-10,LH,-0.0138877845811,0.0240106333261
2016-06-03,2016-06-10,EL,-0.0107880246654,0.0240321156729
2016-06-03,2016-06-10,ESRX,-0.00261876818653,0.0241985051535
2016-06-03,2016-06-10,WM,-0.00189986842679,0.0242421927841
2016-06-03,2016-06-10,MRK,-0.0148178474108,0.0242422506827
2016-06-03,2016-06-10,DHI,-0.00614918077662,0.0243028332275
2016-06-03,2016-06-10,DPS,-0.00469176529801,0.0244257994621
2016-06-03,2016-06-10,AMGN,-0.00690012892688,0.0245595398474
2016-06-03,2016-06-10,USB,-0.00384169207063,0.0246628298347
2016-06-03,2016-06-10,TAP,-0.014238169524,0.024770490071
2016-06-03,2016-06-10,CVS,0.000245874812495,0.0249391719384
2016-06-03,2016-06-10,SLG,0.00514276211962,0.0249953824555
2016-06-03,2016-06-10,BA,0.00528058941425,0.0250723446057
2016-06-03,2016-06-10,PNC,0.00110790340433,0.0251396443145
2016-06-03,2016-06-10,FAST,0.00469672507272,0.0251443202509
2016-06-03,2016-06-10,EXPD,-0.000828745781097,0.0251722281087
2016-06-03,2016-06-10,WBA,0.0099492574976,0.0251916851453
2016-06-03,2016-06-10,HSY,-0.0143565888998,0.0252082156296
2016-06-03,2016-06-10,SCG,0.00514659927161,0.0253359461007
2016-06-03,2016-06-10,F,0.00842109028002,0.0253699244305
2016-06-03,2016-06-10,WEC,-0.000928074651129,0.0253908695727
2016-06-03,2016-06-10,VAR,-0.011361303362,0.0253925239446
2016-06-03,2016-06-10,AEE,0.000349882388349,0.0254836535901
2016-06-03,2016-06-10,ITW,-0.0205011548338,0.0255206893898
2016-06-03,2016-06-10,DUK,-0.00966400793626,0.0255341353979
2016-06-03,2016-06-10,EMN,-0.0190700690892,0.0256071005228
2016-06-03,2016-06-10,XEL,0.00561522405386,0.025654262432
